total_gold_earned_0, 29813
total_gold_spent_0, 29155
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 9
total_deaths_0, 19
total_damage_dealt_to_champions_0, 29777
total_damage_dealt_to_objectives_0, 12614
total_damage_taken_0, 67154
average_vision_score_0, 14
total_wards_placed_0, 36
average_creep_score_0, 71
average_champion_experience_0, 7102
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Fiora
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 36876
total_gold_spent_1, 31480
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 9
total_damage_dealt_to_champions_1, 54457
total_damage_dealt_to_objectives_1, 38941
total_damage_taken_1, 46829
average_vision_score_1, 20
total_wards_placed_1, 40
average_creep_score_1, 85
average_champion_experience_1, 8424
dmg_carry_1, 82
obj_carry_1, 82
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Zoe
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
