total_gold_earned_0, 47262
total_gold_spent_0, 43948
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 28
total_deaths_0, 46
total_damage_dealt_to_champions_0, 71681
total_damage_dealt_to_objectives_0, 26010
total_damage_taken_0, 130308
average_vision_score_0, 19
total_wards_placed_0, 47
average_creep_score_0, 86
average_champion_experience_0, 10221
dmg_carry_0, 202
obj_carry_0, 202
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Morgana
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 61150
total_gold_spent_1, 54200
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 46
total_deaths_1, 28
total_damage_dealt_to_champions_1, 115041
total_damage_dealt_to_objectives_1, 71868
total_damage_taken_1, 104352
average_vision_score_1, 19
total_wards_placed_1, 41
average_creep_score_1, 99
average_champion_experience_1, 13198
dmg_carry_1, 99
obj_carry_1, 99
team_comp_1_champ_1, Ornn
team_comp_1_champ_2, XinZhao
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
