total_gold_earned_0, 49017
total_gold_spent_0, 46953
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 17
total_deaths_0, 35
total_damage_dealt_to_champions_0, 63137
total_damage_dealt_to_objectives_0, 33578
total_damage_taken_0, 121167
average_vision_score_0, 17
total_wards_placed_0, 40
average_creep_score_0, 118
average_champion_experience_0, 11886
dmg_carry_0, 83
obj_carry_0, 83
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Renata
total_gold_earned_1, 63064
total_gold_spent_1, 57635
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 2
total_kills_1, 35
total_deaths_1, 17
total_damage_dealt_to_champions_1, 91446
total_damage_dealt_to_objectives_1, 68995
total_damage_taken_1, 89492
average_vision_score_1, 23
total_wards_placed_1, 43
average_creep_score_1, 102
average_champion_experience_1, 14210
dmg_carry_1, 516
obj_carry_1, 516
team_comp_1_champ_1, Ornn
team_comp_1_champ_2, Morgana
team_comp_1_champ_3, Pyke
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Teemo
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
