total_gold_earned_0, 60154
total_gold_spent_0, 55050
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 33
total_deaths_0, 23
total_damage_dealt_to_champions_0, 91977
total_damage_dealt_to_objectives_0, 82075
total_damage_taken_0, 90071
average_vision_score_0, 30
total_wards_placed_0, 54
average_creep_score_0, 125
average_champion_experience_0, 14648
dmg_carry_0, 84
obj_carry_0, 84
team_comp_0_champ_1, Gangplank
team_comp_0_champ_2, Graves
team_comp_0_champ_3, Akali
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Shaco
total_gold_earned_1, 52333
total_gold_spent_1, 50475
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 33
total_damage_dealt_to_champions_1, 61047
total_damage_dealt_to_objectives_1, 36462
total_damage_taken_1, 122989
average_vision_score_1, 25
total_wards_placed_1, 49
average_creep_score_1, 115
average_champion_experience_1, 13270
dmg_carry_1, 23
obj_carry_1, 23
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, Trundle
team_comp_1_champ_3, Katarina
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Zilean
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
