total_gold_earned_0, 59774
total_gold_spent_0, 53795
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 38
total_deaths_0, 19
total_damage_dealt_to_champions_0, 87791
total_damage_dealt_to_objectives_0, 86950
total_damage_taken_0, 109830
average_vision_score_0, 23
total_wards_placed_0, 53
average_creep_score_0, 114
average_champion_experience_0, 14392
dmg_carry_0, 777
obj_carry_0, 777
team_comp_0_champ_1, Heimerdinger
team_comp_0_champ_2, Gragas
team_comp_0_champ_3, Yone
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Leona
total_gold_earned_1, 50138
total_gold_spent_1, 45000
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 18
total_deaths_1, 38
total_damage_dealt_to_champions_1, 67889
total_damage_dealt_to_objectives_1, 25976
total_damage_taken_1, 109212
average_vision_score_1, 20
total_wards_placed_1, 45
average_creep_score_1, 111
average_champion_experience_1, 12712
dmg_carry_1, 161
obj_carry_1, 161
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Velkoz
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
