total_gold_earned_0, 61894
total_gold_spent_0, 55775
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 42
total_deaths_0, 18
total_damage_dealt_to_champions_0, 91289
total_damage_dealt_to_objectives_0, 89623
total_damage_taken_0, 84282
average_vision_score_0, 16
total_wards_placed_0, 30
average_creep_score_0, 100
average_champion_experience_0, 11946
dmg_carry_0, 119
obj_carry_0, 119
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Shaco
team_comp_0_champ_3, Sylas
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 41604
total_gold_spent_1, 39200
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 17
total_deaths_1, 42
total_damage_dealt_to_champions_1, 54623
total_damage_dealt_to_objectives_1, 25836
total_damage_taken_1, 107867
average_vision_score_1, 11
total_wards_placed_1, 33
average_creep_score_1, 79
average_champion_experience_1, 9716
dmg_carry_1, 131
obj_carry_1, 131
team_comp_1_champ_1, Jax
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
