total_gold_earned_0, 40649
total_gold_spent_0, 38205
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 19
total_deaths_0, 29
total_damage_dealt_to_champions_0, 39493
total_damage_dealt_to_objectives_0, 15797
total_damage_taken_0, 81074
average_vision_score_0, 8
total_wards_placed_0, 23
average_creep_score_0, 97
average_champion_experience_0, 9870
dmg_carry_0, 92
obj_carry_0, 92
team_comp_0_champ_1, Riven
team_comp_0_champ_2, Rengar
team_comp_0_champ_3, KogMaw
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Taric
total_gold_earned_1, 53259
total_gold_spent_1, 48960
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 29
total_deaths_1, 19
total_damage_dealt_to_champions_1, 65092
total_damage_dealt_to_objectives_1, 70012
total_damage_taken_1, 59908
average_vision_score_1, 19
total_wards_placed_1, 52
average_creep_score_1, 100
average_champion_experience_1, 12086
dmg_carry_1, 42
obj_carry_1, 42
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
