total_gold_earned_0, 56748
total_gold_spent_0, 50330
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 28
total_deaths_0, 34
total_damage_dealt_to_champions_0, 90555
total_damage_dealt_to_objectives_0, 46753
total_damage_taken_0, 103979
average_vision_score_0, 17
total_wards_placed_0, 35
average_creep_score_0, 111
average_champion_experience_0, 12142
dmg_carry_0, 141
obj_carry_0, 141
team_comp_0_champ_1, Elise
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Taric
total_gold_earned_1, 51892
total_gold_spent_1, 50395
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 34
total_deaths_1, 28
total_damage_dealt_to_champions_1, 81923
total_damage_dealt_to_objectives_1, 60918
total_damage_taken_1, 117140
average_vision_score_1, 34
total_wards_placed_1, 60
average_creep_score_1, 86
average_champion_experience_1, 10593
dmg_carry_1, 266
obj_carry_1, 266
team_comp_1_champ_1, Aatrox
team_comp_1_champ_2, FiddleSticks
team_comp_1_champ_3, Anivia
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Janna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
