total_gold_earned_0, 33954
total_gold_spent_0, 30950
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 23
total_deaths_0, 10
total_damage_dealt_to_champions_0, 42108
total_damage_dealt_to_objectives_0, 32672
total_damage_taken_0, 50303
average_vision_score_0, 8
total_wards_placed_0, 22
average_creep_score_0, 66
average_champion_experience_0, 6711
dmg_carry_0, 875
obj_carry_0, 875
team_comp_0_champ_1, Sett
team_comp_0_champ_2, Sejuani
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Maokai
total_gold_earned_1, 25201
total_gold_spent_1, 23275
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 9
total_deaths_1, 23
total_damage_dealt_to_champions_1, 30682
total_damage_dealt_to_objectives_1, 4221
total_damage_taken_1, 57940
average_vision_score_1, 8
total_wards_placed_1, 20
average_creep_score_1, 52
average_champion_experience_1, 5936
dmg_carry_1, 115
obj_carry_1, 115
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Rengar
team_comp_1_champ_3, Ziggs
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
