total_gold_earned_0, 52802
total_gold_spent_0, 47025
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 29
total_deaths_0, 22
total_damage_dealt_to_champions_0, 72442
total_damage_dealt_to_objectives_0, 78734
total_damage_taken_0, 107587
average_vision_score_0, 28
total_wards_placed_0, 50
average_creep_score_0, 99
average_champion_experience_0, 11913
dmg_carry_0, 67
obj_carry_0, 67
team_comp_0_champ_1, Gwen
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Pantheon
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 44116
total_gold_spent_1, 41450
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 29
total_damage_dealt_to_champions_1, 66914
total_damage_dealt_to_objectives_1, 6764
total_damage_taken_1, 79675
average_vision_score_1, 16
total_wards_placed_1, 47
average_creep_score_1, 78
average_champion_experience_1, 10565
dmg_carry_1, 90
obj_carry_1, 90
team_comp_1_champ_1, Senna
team_comp_1_champ_2, Rammus
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Zeri
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
