total_gold_earned_0, 77259
total_gold_spent_0, 74655
total_baron_kills_0, 2
total_dragon_kills_0, 5
total_inhibitor_kils_0, 2
total_kills_0, 39
total_deaths_0, 45
total_damage_dealt_to_champions_0, 125833
total_damage_dealt_to_objectives_0, 107969
total_damage_taken_0, 169820
average_vision_score_0, 39
total_wards_placed_0, 85
average_creep_score_0, 145
average_champion_experience_0, 18250
dmg_carry_0, 34
obj_carry_0, 34
team_comp_0_champ_1, Illaoi
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Anivia
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Shaco
total_gold_earned_1, 79157
total_gold_spent_1, 70650
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 45
total_deaths_1, 39
total_damage_dealt_to_champions_1, 147100
total_damage_dealt_to_objectives_1, 75882
total_damage_taken_1, 167912
average_vision_score_1, 45
total_wards_placed_1, 76
average_creep_score_1, 146
average_champion_experience_1, 18873
dmg_carry_1, 10
obj_carry_1, 10
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, MasterYi
team_comp_1_champ_4, KogMaw
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
