total_gold_earned_0, 60589
total_gold_spent_0, 51883
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 32
total_deaths_0, 19
total_damage_dealt_to_champions_0, 100239
total_damage_dealt_to_objectives_0, 53345
total_damage_taken_0, 117771
average_vision_score_0, 21
total_wards_placed_0, 49
average_creep_score_0, 133
average_champion_experience_0, 14828
dmg_carry_0, 21
obj_carry_0, 21
team_comp_0_champ_1, Akali
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Garen
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Renata
total_gold_earned_1, 51439
total_gold_spent_1, 48700
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 32
total_damage_dealt_to_champions_1, 83243
total_damage_dealt_to_objectives_1, 21194
total_damage_taken_1, 127269
average_vision_score_1, 19
total_wards_placed_1, 48
average_creep_score_1, 120
average_champion_experience_1, 12906
dmg_carry_1, 120
obj_carry_1, 120
team_comp_1_champ_1, Singed
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Katarina
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
