total_gold_earned_0, 44347
total_gold_spent_0, 38600
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 32
total_deaths_0, 15
total_damage_dealt_to_champions_0, 65374
total_damage_dealt_to_objectives_0, 41956
total_damage_taken_0, 77397
average_vision_score_0, 23
total_wards_placed_0, 42
average_creep_score_0, 82
average_champion_experience_0, 9000
dmg_carry_0, 38
obj_carry_0, 38
team_comp_0_champ_1, MonkeyKing
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Kassadin
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Leona
total_gold_earned_1, 36751
total_gold_spent_1, 34320
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 15
total_deaths_1, 32
total_damage_dealt_to_champions_1, 58242
total_damage_dealt_to_objectives_1, 17760
total_damage_taken_1, 81030
average_vision_score_1, 15
total_wards_placed_1, 41
average_creep_score_1, 80
average_champion_experience_1, 7911
dmg_carry_1, 104
obj_carry_1, 104
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Akali
team_comp_1_champ_4, KogMaw
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
