total_gold_earned_0, 54423
total_gold_spent_0, 49810
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 4
total_kills_0, 23
total_deaths_0, 13
total_damage_dealt_to_champions_0, 68051
total_damage_dealt_to_objectives_0, 106275
total_damage_taken_0, 95578
average_vision_score_0, 24
total_wards_placed_0, 53
average_creep_score_0, 112
average_champion_experience_0, 13043
dmg_carry_0, 90
obj_carry_0, 90
team_comp_0_champ_1, Tryndamere
team_comp_0_champ_2, Nasus
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Nami
total_gold_earned_1, 46195
total_gold_spent_1, 43483
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 23
total_damage_dealt_to_champions_1, 57063
total_damage_dealt_to_objectives_1, 11693
total_damage_taken_1, 87344
average_vision_score_1, 27
total_wards_placed_1, 58
average_creep_score_1, 132
average_champion_experience_1, 11191
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Urgot
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Syndra
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
