total_gold_earned_0, 43403
total_gold_spent_0, 37085
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 32
total_deaths_0, 8
total_damage_dealt_to_champions_0, 54265
total_damage_dealt_to_objectives_0, 53183
total_damage_taken_0, 67057
average_vision_score_0, 19
total_wards_placed_0, 38
average_creep_score_0, 88
average_champion_experience_0, 9323
dmg_carry_0, 23
obj_carry_0, 23
team_comp_0_champ_1, Tryndamere
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Nami
total_gold_earned_1, 29645
total_gold_spent_1, 28125
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 8
total_deaths_1, 32
total_damage_dealt_to_champions_1, 42608
total_damage_dealt_to_objectives_1, 11057
total_damage_taken_1, 67485
average_vision_score_1, 12
total_wards_placed_1, 35
average_creep_score_1, 73
average_champion_experience_1, 6790
dmg_carry_1, 78
obj_carry_1, 78
team_comp_1_champ_1, Poppy
team_comp_1_champ_2, RekSai
team_comp_1_champ_3, Orianna
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
