total_gold_earned_0, 14289
total_gold_spent_0, 9460
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 3
total_deaths_0, 5
total_damage_dealt_to_champions_0, 15604
total_damage_dealt_to_objectives_0, 1457
total_damage_taken_0, 22551
average_vision_score_0, 3
total_wards_placed_0, 13
average_creep_score_0, 31
average_champion_experience_0, 3291
dmg_carry_0, 50
obj_carry_0, 50
team_comp_0_champ_1, Swain
team_comp_0_champ_2, Aatrox
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Ashe
total_gold_earned_1, 16886
total_gold_spent_1, 13325
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 5
total_deaths_1, 3
total_damage_dealt_to_champions_1, 15358
total_damage_dealt_to_objectives_1, 9266
total_damage_taken_1, 25440
average_vision_score_1, 4
total_wards_placed_1, 15
average_creep_score_1, 37
average_champion_experience_1, 3692
dmg_carry_1, 238
obj_carry_1, 238
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, XinZhao
team_comp_1_champ_3, Zed
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
