total_gold_earned_0, 94147
total_gold_spent_0, 83455
total_baron_kills_0, 3
total_dragon_kills_0, 5
total_inhibitor_kils_0, 5
total_kills_0, 59
total_deaths_0, 27
total_damage_dealt_to_champions_0, 156141
total_damage_dealt_to_objectives_0, 130274
total_damage_taken_0, 195343
average_vision_score_0, 41
total_wards_placed_0, 83
average_creep_score_0, 182
average_champion_experience_0, 25440
dmg_carry_0, 145
obj_carry_0, 145
team_comp_0_champ_1, Shen
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Nami
total_gold_earned_1, 83177
total_gold_spent_1, 78508
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 3
total_kills_1, 27
total_deaths_1, 59
total_damage_dealt_to_champions_1, 148770
total_damage_dealt_to_objectives_1, 56022
total_damage_taken_1, 191655
average_vision_score_1, 42
total_wards_placed_1, 86
average_creep_score_1, 191
average_champion_experience_1, 19888
dmg_carry_1, 90
obj_carry_1, 90
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Talon
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Aphelios
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
