total_gold_earned_0, 35269
total_gold_spent_0, 33065
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 10
total_deaths_0, 35
total_damage_dealt_to_champions_0, 41618
total_damage_dealt_to_objectives_0, 8062
total_damage_taken_0, 85193
average_vision_score_0, 14
total_wards_placed_0, 40
average_creep_score_0, 80
average_champion_experience_0, 8312
dmg_carry_0, 31
obj_carry_0, 31
team_comp_0_champ_1, Chogath
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Yasuo
team_comp_0_champ_5, Lux
total_gold_earned_1, 51308
total_gold_spent_1, 44160
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 35
total_deaths_1, 10
total_damage_dealt_to_champions_1, 70001
total_damage_dealt_to_objectives_1, 58195
total_damage_taken_1, 75283
average_vision_score_1, 20
total_wards_placed_1, 49
average_creep_score_1, 106
average_champion_experience_1, 10870
dmg_carry_1, 55
obj_carry_1, 55
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Katarina
team_comp_1_champ_4, KogMaw
team_comp_1_champ_5, Zac
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
