total_gold_earned_0, 66465
total_gold_spent_0, 59875
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 45
total_deaths_0, 22
total_damage_dealt_to_champions_0, 98454
total_damage_dealt_to_objectives_0, 56805
total_damage_taken_0, 124641
average_vision_score_0, 27
total_wards_placed_0, 45
average_creep_score_0, 117
average_champion_experience_0, 15177
dmg_carry_0, 22
obj_carry_0, 22
team_comp_0_champ_1, Kayn
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Kassadin
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Renata
total_gold_earned_1, 53424
total_gold_spent_1, 49800
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 45
total_damage_dealt_to_champions_1, 91336
total_damage_dealt_to_objectives_1, 24825
total_damage_taken_1, 124409
average_vision_score_1, 21
total_wards_placed_1, 40
average_creep_score_1, 109
average_champion_experience_1, 12948
dmg_carry_1, 30
obj_carry_1, 30
team_comp_1_champ_1, Sett
team_comp_1_champ_2, Karthus
team_comp_1_champ_3, Shaco
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Veigar
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
