total_gold_earned_0, 73166
total_gold_spent_0, 65475
total_baron_kills_0, 0
total_dragon_kills_0, 5
total_inhibitor_kils_0, 1
total_kills_0, 37
total_deaths_0, 20
total_damage_dealt_to_champions_0, 122877
total_damage_dealt_to_objectives_0, 77853
total_damage_taken_0, 140526
average_vision_score_0, 46
total_wards_placed_0, 80
average_creep_score_0, 175
average_champion_experience_0, 18366
dmg_carry_0, 99
obj_carry_0, 99
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Nunu
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, TahmKench
total_gold_earned_1, 64994
total_gold_spent_1, 62335
total_baron_kills_1, 1
total_dragon_kills_1, 0
total_inhibitor_kils_1, 1
total_kills_1, 20
total_deaths_1, 37
total_damage_dealt_to_champions_1, 102908
total_damage_dealt_to_objectives_1, 38498
total_damage_taken_1, 150125
average_vision_score_1, 34
total_wards_placed_1, 80
average_creep_score_1, 155
average_champion_experience_1, 16246
dmg_carry_1, 222
obj_carry_1, 222
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Cassiopeia
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
