total_gold_earned_0, 71502
total_gold_spent_0, 63050
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 46
total_deaths_0, 56
total_damage_dealt_to_champions_0, 121811
total_damage_dealt_to_objectives_0, 70713
total_damage_taken_0, 154614
average_vision_score_0, 30
total_wards_placed_0, 68
average_creep_score_0, 108
average_champion_experience_0, 17351
dmg_carry_0, 103
obj_carry_0, 103
team_comp_0_champ_1, Sett
team_comp_0_champ_2, Graves
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Morgana
total_gold_earned_1, 69477
total_gold_spent_1, 67435
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 56
total_deaths_1, 46
total_damage_dealt_to_champions_1, 130239
total_damage_dealt_to_objectives_1, 38885
total_damage_taken_1, 142091
average_vision_score_1, 30
total_wards_placed_1, 58
average_creep_score_1, 118
average_champion_experience_1, 16008
dmg_carry_1, 131
obj_carry_1, 131
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Diana
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Ashe
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
