total_gold_earned_0, 48854
total_gold_spent_0, 45820
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 35
total_deaths_0, 20
total_damage_dealt_to_champions_0, 72897
total_damage_dealt_to_objectives_0, 39530
total_damage_taken_0, 75907
average_vision_score_0, 20
total_wards_placed_0, 48
average_creep_score_0, 73
average_champion_experience_0, 10118
dmg_carry_0, 63
obj_carry_0, 63
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Diana
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Brand
total_gold_earned_1, 41762
total_gold_spent_1, 38750
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 20
total_deaths_1, 35
total_damage_dealt_to_champions_1, 54866
total_damage_dealt_to_objectives_1, 34593
total_damage_taken_1, 90810
average_vision_score_1, 17
total_wards_placed_1, 34
average_creep_score_1, 78
average_champion_experience_1, 8993
dmg_carry_1, 17
obj_carry_1, 17
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Udyr
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Varus
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
