total_gold_earned_0, 33553
total_gold_spent_0, 30625
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 23
total_deaths_0, 10
total_damage_dealt_to_champions_0, 31910
total_damage_dealt_to_objectives_0, 32661
total_damage_taken_0, 43647
average_vision_score_0, 10
total_wards_placed_0, 24
average_creep_score_0, 60
average_champion_experience_0, 6548
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, Warwick
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Senna
total_gold_earned_1, 23223
total_gold_spent_1, 22035
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 10
total_deaths_1, 23
total_damage_dealt_to_champions_1, 28849
total_damage_dealt_to_objectives_1, 12507
total_damage_taken_1, 41430
average_vision_score_1, 7
total_wards_placed_1, 22
average_creep_score_1, 46
average_champion_experience_1, 5145
dmg_carry_1, 99
obj_carry_1, 99
team_comp_1_champ_1, Yasuo
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
