total_gold_earned_0, 42343
total_gold_spent_0, 39830
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 19
total_deaths_0, 27
total_damage_dealt_to_champions_0, 56541
total_damage_dealt_to_objectives_0, 17683
total_damage_taken_0, 85996
average_vision_score_0, 22
total_wards_placed_0, 46
average_creep_score_0, 85
average_champion_experience_0, 9979
dmg_carry_0, 164
obj_carry_0, 164
team_comp_0_champ_1, Camille
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Brand
team_comp_0_champ_4, Kalista
team_comp_0_champ_5, Senna
total_gold_earned_1, 51116
total_gold_spent_1, 43183
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 27
total_deaths_1, 20
total_damage_dealt_to_champions_1, 68190
total_damage_dealt_to_objectives_1, 49998
total_damage_taken_1, 83426
average_vision_score_1, 19
total_wards_placed_1, 50
average_creep_score_1, 106
average_champion_experience_1, 11398
dmg_carry_1, 41
obj_carry_1, 41
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
