total_gold_earned_0, 60828
total_gold_spent_0, 52580
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 31
total_deaths_0, 18
total_damage_dealt_to_champions_0, 90413
total_damage_dealt_to_objectives_0, 79435
total_damage_taken_0, 110176
average_vision_score_0, 29
total_wards_placed_0, 50
average_creep_score_0, 135
average_champion_experience_0, 14315
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, Vayne
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Braum
total_gold_earned_1, 50430
total_gold_spent_1, 48575
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 18
total_deaths_1, 31
total_damage_dealt_to_champions_1, 77856
total_damage_dealt_to_objectives_1, 26084
total_damage_taken_1, 113016
average_vision_score_1, 26
total_wards_placed_1, 54
average_creep_score_1, 111
average_champion_experience_1, 12367
dmg_carry_1, 126
obj_carry_1, 126
team_comp_1_champ_1, Jayce
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Katarina
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
