total_gold_earned_0, 48850
total_gold_spent_0, 40990
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 30
total_deaths_0, 13
total_damage_dealt_to_champions_0, 64836
total_damage_dealt_to_objectives_0, 49230
total_damage_taken_0, 72011
average_vision_score_0, 20
total_wards_placed_0, 47
average_creep_score_0, 100
average_champion_experience_0, 10851
dmg_carry_0, 876
obj_carry_0, 876
team_comp_0_champ_1, Lillia
team_comp_0_champ_2, Garen
team_comp_0_champ_3, Pyke
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Lux
total_gold_earned_1, 36490
total_gold_spent_1, 34285
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 30
total_damage_dealt_to_champions_1, 50871
total_damage_dealt_to_objectives_1, 14059
total_damage_taken_1, 85977
average_vision_score_1, 21
total_wards_placed_1, 49
average_creep_score_1, 84
average_champion_experience_1, 8896
dmg_carry_1, 107
obj_carry_1, 107
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Rengar
team_comp_1_champ_3, Kassadin
team_comp_1_champ_4, Xayah
team_comp_1_champ_5, Rakan
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
