total_gold_earned_0, 39334
total_gold_spent_0, 33975
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 18
total_deaths_0, 10
total_damage_dealt_to_champions_0, 52141
total_damage_dealt_to_objectives_0, 50459
total_damage_taken_0, 58286
average_vision_score_0, 12
total_wards_placed_0, 33
average_creep_score_0, 89
average_champion_experience_0, 9299
dmg_carry_0, 77
obj_carry_0, 77
team_comp_0_champ_1, Olaf
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Zilean
total_gold_earned_1, 30280
total_gold_spent_1, 27800
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 9
total_deaths_1, 18
total_damage_dealt_to_champions_1, 39545
total_damage_dealt_to_objectives_1, 11020
total_damage_taken_1, 67098
average_vision_score_1, 12
total_wards_placed_1, 33
average_creep_score_1, 92
average_champion_experience_1, 7850
dmg_carry_1, 266
obj_carry_1, 266
team_comp_1_champ_1, Aatrox
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Rakan
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
