total_gold_earned_0, 74334
total_gold_spent_0, 69460
total_baron_kills_0, 1
total_dragon_kills_0, 5
total_inhibitor_kils_0, 1
total_kills_0, 39
total_deaths_0, 40
total_damage_dealt_to_champions_0, 121266
total_damage_dealt_to_objectives_0, 88536
total_damage_taken_0, 167191
average_vision_score_0, 43
total_wards_placed_0, 71
average_creep_score_0, 150
average_champion_experience_0, 18006
dmg_carry_0, 222
obj_carry_0, 222
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Jinx
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Galio
total_gold_earned_1, 68618
total_gold_spent_1, 66650
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 1
total_kills_1, 40
total_deaths_1, 39
total_damage_dealt_to_champions_1, 136404
total_damage_dealt_to_objectives_1, 43004
total_damage_taken_1, 149646
average_vision_score_1, 37
total_wards_placed_1, 81
average_creep_score_1, 140
average_champion_experience_1, 15985
dmg_carry_1, 30
obj_carry_1, 30
team_comp_1_champ_1, Jayce
team_comp_1_champ_2, Karthus
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Rakan
gameLengthMin, 37
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
