total_gold_earned_0, 52065
total_gold_spent_0, 43700
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 3
total_kills_0, 36
total_deaths_0, 16
total_damage_dealt_to_champions_0, 83732
total_damage_dealt_to_objectives_0, 59502
total_damage_taken_0, 81731
average_vision_score_0, 17
total_wards_placed_0, 37
average_creep_score_0, 90
average_champion_experience_0, 11138
dmg_carry_0, 895
obj_carry_0, 895
team_comp_0_champ_1, Pantheon
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Brand
team_comp_0_champ_4, Nilah
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 42629
total_gold_spent_1, 41360
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 16
total_deaths_1, 36
total_damage_dealt_to_champions_1, 62384
total_damage_dealt_to_objectives_1, 26701
total_damage_taken_1, 99908
average_vision_score_1, 13
total_wards_placed_1, 32
average_creep_score_1, 100
average_champion_experience_1, 9042
dmg_carry_1, 360
obj_carry_1, 360
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Samira
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, Diana
team_comp_1_champ_5, Amumu
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
