total_gold_earned_0, 39772
total_gold_spent_0, 36778
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 30
total_damage_dealt_to_champions_0, 64495
total_damage_dealt_to_objectives_0, 39758
total_damage_taken_0, 84972
average_vision_score_0, 16
total_wards_placed_0, 32
average_creep_score_0, 93
average_champion_experience_0, 9729
dmg_carry_0, 27
obj_carry_0, 27
team_comp_0_champ_1, Singed
team_comp_0_champ_2, Garen
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Varus
team_comp_0_champ_5, Velkoz
total_gold_earned_1, 45430
total_gold_spent_1, 38625
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 30
total_deaths_1, 13
total_damage_dealt_to_champions_1, 63949
total_damage_dealt_to_objectives_1, 27680
total_damage_taken_1, 85727
average_vision_score_1, 14
total_wards_placed_1, 39
average_creep_score_1, 96
average_champion_experience_1, 12048
dmg_carry_1, 875
obj_carry_1, 875
team_comp_1_champ_1, Sett
team_comp_1_champ_2, Zac
team_comp_1_champ_3, Kassadin
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Morgana
gameLengthMin, 26
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
