total_gold_earned_0, 52797
total_gold_spent_0, 49725
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 34
total_deaths_0, 43
total_damage_dealt_to_champions_0, 86252
total_damage_dealt_to_objectives_0, 35569
total_damage_taken_0, 117037
average_vision_score_0, 16
total_wards_placed_0, 34
average_creep_score_0, 99
average_champion_experience_0, 12069
dmg_carry_0, 221
obj_carry_0, 221
team_comp_0_champ_1, Chogath
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Xerath
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Amumu
total_gold_earned_1, 59589
total_gold_spent_1, 52200
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 1
total_kills_1, 43
total_deaths_1, 35
total_damage_dealt_to_champions_1, 98056
total_damage_dealt_to_objectives_1, 63115
total_damage_taken_1, 127786
average_vision_score_1, 14
total_wards_placed_1, 31
average_creep_score_1, 96
average_champion_experience_1, 13440
dmg_carry_1, 82
obj_carry_1, 82
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Warwick
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Zilean
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
