total_gold_earned_0, 73692
total_gold_spent_0, 64293
total_baron_kills_0, 2
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 44
total_deaths_0, 33
total_damage_dealt_to_champions_0, 117031
total_damage_dealt_to_objectives_0, 88618
total_damage_taken_0, 129035
average_vision_score_0, 26
total_wards_placed_0, 48
average_creep_score_0, 121
average_champion_experience_0, 17027
dmg_carry_0, 41
obj_carry_0, 41
team_comp_0_champ_1, Gangplank
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 61102
total_gold_spent_1, 59275
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 33
total_deaths_1, 44
total_damage_dealt_to_champions_1, 103825
total_damage_dealt_to_objectives_1, 40304
total_damage_taken_1, 147286
average_vision_score_1, 22
total_wards_placed_1, 54
average_creep_score_1, 113
average_champion_experience_1, 14730
dmg_carry_1, 131
obj_carry_1, 131
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Pantheon
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Shaco
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
