total_gold_earned_0, 13779
total_gold_spent_0, 9750
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 3
total_deaths_0, 7
total_damage_dealt_to_champions_0, 9440
total_damage_dealt_to_objectives_0, 5872
total_damage_taken_0, 17949
average_vision_score_0, 2
total_wards_placed_0, 8
average_creep_score_0, 29
average_champion_experience_0, 2655
dmg_carry_0, 115
obj_carry_0, 115
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Ziggs
team_comp_0_champ_5, Bard
total_gold_earned_1, 16212
total_gold_spent_1, 13775
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 7
total_deaths_1, 4
total_damage_dealt_to_champions_1, 11312
total_damage_dealt_to_objectives_1, 5473
total_damage_taken_1, 16224
average_vision_score_1, 5
total_wards_placed_1, 16
average_creep_score_1, 31
average_champion_experience_1, 3229
dmg_carry_1, 99
obj_carry_1, 99
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, Poppy
team_comp_1_champ_3, Lux
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
