total_gold_earned_0, 53383
total_gold_spent_0, 49885
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 25
total_deaths_0, 45
total_damage_dealt_to_champions_0, 90312
total_damage_dealt_to_objectives_0, 15737
total_damage_taken_0, 122964
average_vision_score_0, 21
total_wards_placed_0, 61
average_creep_score_0, 125
average_champion_experience_0, 13561
dmg_carry_0, 238
obj_carry_0, 238
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Zed
team_comp_0_champ_4, KogMaw
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 67732
total_gold_spent_1, 63300
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 3
total_kills_1, 45
total_deaths_1, 26
total_damage_dealt_to_champions_1, 98487
total_damage_dealt_to_objectives_1, 88504
total_damage_taken_1, 128791
average_vision_score_1, 24
total_wards_placed_1, 49
average_creep_score_1, 116
average_champion_experience_1, 15143
dmg_carry_1, 245
obj_carry_1, 245
team_comp_1_champ_1, Malphite
team_comp_1_champ_2, Zac
team_comp_1_champ_3, Ekko
team_comp_1_champ_4, Kalista
team_comp_1_champ_5, Pyke
gameLengthMin, 29
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
