total_gold_earned_0, 39573
total_gold_spent_0, 37475
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 16
total_deaths_0, 38
total_damage_dealt_to_champions_0, 50089
total_damage_dealt_to_objectives_0, 14051
total_damage_taken_0, 91723
average_vision_score_0, 18
total_wards_placed_0, 45
average_creep_score_0, 89
average_champion_experience_0, 9458
dmg_carry_0, 157
obj_carry_0, 157
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, Qiyana
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Rell
total_gold_earned_1, 52745
total_gold_spent_1, 46430
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 38
total_deaths_1, 16
total_damage_dealt_to_champions_1, 73918
total_damage_dealt_to_objectives_1, 48438
total_damage_taken_1, 74652
average_vision_score_1, 20
total_wards_placed_1, 39
average_creep_score_1, 104
average_champion_experience_1, 11544
dmg_carry_1, 142
obj_carry_1, 142
team_comp_1_champ_1, Yone
team_comp_1_champ_2, Khazix
team_comp_1_champ_3, Zoe
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
