total_gold_earned_0, 69447
total_gold_spent_0, 63215
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 38
total_deaths_0, 31
total_damage_dealt_to_champions_0, 137791
total_damage_dealt_to_objectives_0, 67369
total_damage_taken_0, 135808
average_vision_score_0, 34
total_wards_placed_0, 71
average_creep_score_0, 134
average_champion_experience_0, 17605
dmg_carry_0, 110
obj_carry_0, 110
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Varus
team_comp_0_champ_5, Nami
total_gold_earned_1, 66452
total_gold_spent_1, 60250
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 31
total_deaths_1, 38
total_damage_dealt_to_champions_1, 98055
total_damage_dealt_to_objectives_1, 78793
total_damage_taken_1, 169446
average_vision_score_1, 29
total_wards_placed_1, 62
average_creep_score_1, 129
average_champion_experience_1, 15266
dmg_carry_1, 34
obj_carry_1, 34
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Trundle
team_comp_1_champ_3, Anivia
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Alistar
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
