total_gold_earned_0, 47225
total_gold_spent_0, 42475
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 31
total_deaths_0, 54
total_damage_dealt_to_champions_0, 91249
total_damage_dealt_to_objectives_0, 16024
total_damage_taken_0, 140451
average_vision_score_0, 17
total_wards_placed_0, 49
average_creep_score_0, 75
average_champion_experience_0, 10720
dmg_carry_0, 120
obj_carry_0, 120
team_comp_0_champ_1, Shen
team_comp_0_champ_2, Hecarim
team_comp_0_champ_3, Mordekaiser
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Swain
total_gold_earned_1, 61112
total_gold_spent_1, 55095
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 1
total_kills_1, 54
total_deaths_1, 31
total_damage_dealt_to_champions_1, 119582
total_damage_dealt_to_objectives_1, 45804
total_damage_taken_1, 117902
average_vision_score_1, 19
total_wards_placed_1, 40
average_creep_score_1, 80
average_champion_experience_1, 12397
dmg_carry_1, 119
obj_carry_1, 119
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Sylas
team_comp_1_champ_4, Draven
team_comp_1_champ_5, Veigar
gameLengthMin, 25
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
