total_gold_earned_0, 56079
total_gold_spent_0, 52200
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 2
total_kills_0, 39
total_deaths_0, 18
total_damage_dealt_to_champions_0, 84900
total_damage_dealt_to_objectives_0, 58895
total_damage_taken_0, 104585
average_vision_score_0, 20
total_wards_placed_0, 52
average_creep_score_0, 99
average_champion_experience_0, 11927
dmg_carry_0, 777
obj_carry_0, 777
team_comp_0_champ_1, Gwen
team_comp_0_champ_2, Udyr
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Pantheon
total_gold_earned_1, 39911
total_gold_spent_1, 36460
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 17
total_deaths_1, 39
total_damage_dealt_to_champions_1, 72412
total_damage_dealt_to_objectives_1, 20738
total_damage_taken_1, 105596
average_vision_score_1, 18
total_wards_placed_1, 29
average_creep_score_1, 93
average_champion_experience_1, 9410
dmg_carry_1, 9
obj_carry_1, 9
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, MonkeyKing
team_comp_1_champ_3, FiddleSticks
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
