total_gold_earned_0, 66189
total_gold_spent_0, 57875
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 44
total_deaths_0, 28
total_damage_dealt_to_champions_0, 93807
total_damage_dealt_to_objectives_0, 96292
total_damage_taken_0, 138335
average_vision_score_0, 23
total_wards_placed_0, 47
average_creep_score_0, 101
average_champion_experience_0, 13951
dmg_carry_0, 56
obj_carry_0, 56
team_comp_0_champ_1, Renekton
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Pyke
total_gold_earned_1, 49759
total_gold_spent_1, 47460
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 28
total_deaths_1, 44
total_damage_dealt_to_champions_1, 100088
total_damage_dealt_to_objectives_1, 19969
total_damage_taken_1, 111065
average_vision_score_1, 20
total_wards_placed_1, 43
average_creep_score_1, 97
average_champion_experience_1, 11010
dmg_carry_1, 236
obj_carry_1, 236
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Lucian
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Morgana
gameLengthMin, 27
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
