total_gold_earned_0, 68890
total_gold_spent_0, 62275
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 56
total_deaths_0, 52
total_damage_dealt_to_champions_0, 146084
total_damage_dealt_to_objectives_0, 41907
total_damage_taken_0, 186211
average_vision_score_0, 25
total_wards_placed_0, 33
average_creep_score_0, 105
average_champion_experience_0, 14917
dmg_carry_0, 9
obj_carry_0, 9
team_comp_0_champ_1, Chogath
team_comp_0_champ_2, Pantheon
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, FiddleSticks
total_gold_earned_1, 73743
total_gold_spent_1, 68640
total_baron_kills_1, 2
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 52
total_deaths_1, 56
total_damage_dealt_to_champions_1, 159382
total_damage_dealt_to_objectives_1, 79672
total_damage_taken_1, 182248
average_vision_score_1, 31
total_wards_placed_1, 72
average_creep_score_1, 113
average_champion_experience_1, 16907
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Irelia
team_comp_1_champ_2, XinZhao
team_comp_1_champ_3, Syndra
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
