total_gold_earned_0, 84120
total_gold_spent_0, 79420
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 43
total_deaths_0, 53
total_damage_dealt_to_champions_0, 215968
total_damage_dealt_to_objectives_0, 66712
total_damage_taken_0, 201375
average_vision_score_0, 43
total_wards_placed_0, 91
average_creep_score_0, 160
average_champion_experience_0, 19307
dmg_carry_0, 34
obj_carry_0, 34
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Anivia
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Lux
total_gold_earned_1, 84639
total_gold_spent_1, 77725
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 53
total_deaths_1, 43
total_damage_dealt_to_champions_1, 169583
total_damage_dealt_to_objectives_1, 71372
total_damage_taken_1, 251590
average_vision_score_1, 35
total_wards_placed_1, 68
average_creep_score_1, 175
average_champion_experience_1, 21674
dmg_carry_1, 45
obj_carry_1, 45
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Veigar
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Pantheon
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
