total_gold_earned_0, 50957
total_gold_spent_0, 47150
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 12
total_deaths_0, 31
total_damage_dealt_to_champions_0, 90447
total_damage_dealt_to_objectives_0, 36363
total_damage_taken_0, 125002
average_vision_score_0, 17
total_wards_placed_0, 51
average_creep_score_0, 133
average_champion_experience_0, 12722
dmg_carry_0, 223
obj_carry_0, 223
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Taliyah
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Lux
total_gold_earned_1, 62568
total_gold_spent_1, 54118
total_baron_kills_1, 2
total_dragon_kills_1, 3
total_inhibitor_kils_1, 3
total_kills_1, 31
total_deaths_1, 12
total_damage_dealt_to_champions_1, 97363
total_damage_dealt_to_objectives_1, 87844
total_damage_taken_1, 123959
average_vision_score_1, 25
total_wards_placed_1, 49
average_creep_score_1, 129
average_champion_experience_1, 15363
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Sion
team_comp_1_champ_2, Rammus
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
