total_gold_earned_0, 69686
total_gold_spent_0, 64395
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 42
total_damage_dealt_to_champions_0, 98779
total_damage_dealt_to_objectives_0, 63940
total_damage_taken_0, 152364
average_vision_score_0, 29
total_wards_placed_0, 67
average_creep_score_0, 151
average_champion_experience_0, 17212
dmg_carry_0, 83
obj_carry_0, 83
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Sona
total_gold_earned_1, 75944
total_gold_spent_1, 69300
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 42
total_deaths_1, 24
total_damage_dealt_to_champions_1, 127049
total_damage_dealt_to_objectives_1, 93561
total_damage_taken_1, 124946
average_vision_score_1, 30
total_wards_placed_1, 47
average_creep_score_1, 162
average_champion_experience_1, 17445
dmg_carry_1, 112
obj_carry_1, 112
team_comp_1_champ_1, Graves
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Viktor
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Vex
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
