total_gold_earned_0, 63091
total_gold_spent_0, 55110
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 43
total_deaths_0, 14
total_damage_dealt_to_champions_0, 122361
total_damage_dealt_to_objectives_0, 70831
total_damage_taken_0, 114690
average_vision_score_0, 21
total_wards_placed_0, 50
average_creep_score_0, 120
average_champion_experience_0, 15318
dmg_carry_0, 360
obj_carry_0, 360
team_comp_0_champ_1, Fizz
team_comp_0_champ_2, Garen
team_comp_0_champ_3, Mordekaiser
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Brand
total_gold_earned_1, 47028
total_gold_spent_1, 46120
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 14
total_deaths_1, 44
total_damage_dealt_to_champions_1, 81498
total_damage_dealt_to_objectives_1, 16024
total_damage_taken_1, 152732
average_vision_score_1, 13
total_wards_placed_1, 32
average_creep_score_1, 127
average_champion_experience_1, 11670
dmg_carry_1, 14
obj_carry_1, 14
team_comp_1_champ_1, Sion
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Swain
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
