total_gold_earned_0, 24055
total_gold_spent_0, 22400
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 10
total_deaths_0, 22
total_damage_dealt_to_champions_0, 25214
total_damage_dealt_to_objectives_0, 2062
total_damage_taken_0, 42983
average_vision_score_0, 8
total_wards_placed_0, 26
average_creep_score_0, 53
average_champion_experience_0, 5295
dmg_carry_0, 3
obj_carry_0, 3
team_comp_0_champ_1, Vayne
team_comp_0_champ_2, Shaco
team_comp_0_champ_3, Galio
team_comp_0_champ_4, Varus
team_comp_0_champ_5, Thresh
total_gold_earned_1, 33788
total_gold_spent_1, 25795
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 10
total_damage_dealt_to_champions_1, 35458
total_damage_dealt_to_objectives_1, 21593
total_damage_taken_1, 40561
average_vision_score_1, 12
total_wards_placed_1, 26
average_creep_score_1, 79
average_champion_experience_1, 7105
dmg_carry_1, 82
obj_carry_1, 82
team_comp_1_champ_1, Vladimir
team_comp_1_champ_2, JarvanIV
team_comp_1_champ_3, Mordekaiser
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
