total_gold_earned_0, 56780
total_gold_spent_0, 49080
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 37
total_deaths_0, 13
total_damage_dealt_to_champions_0, 79271
total_damage_dealt_to_objectives_0, 71549
total_damage_taken_0, 74288
average_vision_score_0, 28
total_wards_placed_0, 57
average_creep_score_0, 102
average_champion_experience_0, 12534
dmg_carry_0, 42
obj_carry_0, 42
team_comp_0_champ_1, Jayce
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Corki
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 42880
total_gold_spent_1, 41810
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 37
total_damage_dealt_to_champions_1, 51347
total_damage_dealt_to_objectives_1, 33630
total_damage_taken_1, 93247
average_vision_score_1, 20
total_wards_placed_1, 54
average_creep_score_1, 93
average_champion_experience_1, 9761
dmg_carry_1, 11
obj_carry_1, 11
team_comp_1_champ_1, Urgot
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
