total_gold_earned_0, 54728
total_gold_spent_0, 50860
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 1
total_kills_0, 36
total_deaths_0, 41
total_damage_dealt_to_champions_0, 97344
total_damage_dealt_to_objectives_0, 49270
total_damage_taken_0, 128798
average_vision_score_0, 25
total_wards_placed_0, 56
average_creep_score_0, 91
average_champion_experience_0, 11586
dmg_carry_0, 166
obj_carry_0, 166
team_comp_0_champ_1, Illaoi
team_comp_0_champ_2, Lillia
team_comp_0_champ_3, Akshan
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Zilean
total_gold_earned_1, 59206
total_gold_spent_1, 55093
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 41
total_deaths_1, 36
total_damage_dealt_to_champions_1, 104118
total_damage_dealt_to_objectives_1, 58495
total_damage_taken_1, 117794
average_vision_score_1, 17
total_wards_placed_1, 40
average_creep_score_1, 117
average_champion_experience_1, 13089
dmg_carry_1, 122
obj_carry_1, 122
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Poppy
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
