total_gold_earned_0, 63157
total_gold_spent_0, 60295
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 32
total_deaths_0, 35
total_damage_dealt_to_champions_0, 123267
total_damage_dealt_to_objectives_0, 39267
total_damage_taken_0, 157065
average_vision_score_0, 25
total_wards_placed_0, 58
average_creep_score_0, 128
average_champion_experience_0, 13338
dmg_carry_0, 119
obj_carry_0, 119
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, MonkeyKing
team_comp_0_champ_3, Azir
team_comp_0_champ_4, Draven
team_comp_0_champ_5, TahmKench
total_gold_earned_1, 65363
total_gold_spent_1, 56710
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 35
total_deaths_1, 32
total_damage_dealt_to_champions_1, 130890
total_damage_dealt_to_objectives_1, 91556
total_damage_taken_1, 154369
average_vision_score_1, 29
total_wards_placed_1, 66
average_creep_score_1, 130
average_champion_experience_1, 15378
dmg_carry_1, 360
obj_carry_1, 360
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Udyr
team_comp_1_champ_3, Heimerdinger
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Rell
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
