total_gold_earned_0, 44864
total_gold_spent_0, 41100
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 26
total_deaths_0, 33
total_damage_dealt_to_champions_0, 77680
total_damage_dealt_to_objectives_0, 42340
total_damage_taken_0, 113049
average_vision_score_0, 21
total_wards_placed_0, 42
average_creep_score_0, 81
average_champion_experience_0, 9779
dmg_carry_0, 55
obj_carry_0, 55
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Senna
total_gold_earned_1, 49728
total_gold_spent_1, 44623
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 33
total_deaths_1, 27
total_damage_dealt_to_champions_1, 91509
total_damage_dealt_to_objectives_1, 52168
total_damage_taken_1, 103777
average_vision_score_1, 18
total_wards_placed_1, 55
average_creep_score_1, 72
average_champion_experience_1, 11589
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Blitzcrank
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Swain
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
