total_gold_earned_0, 60381
total_gold_spent_0, 56150
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 34
total_deaths_0, 48
total_damage_dealt_to_champions_0, 81735
total_damage_dealt_to_objectives_0, 12903
total_damage_taken_0, 142684
average_vision_score_0, 17
total_wards_placed_0, 44
average_creep_score_0, 128
average_champion_experience_0, 15139
dmg_carry_0, 10
obj_carry_0, 10
team_comp_0_champ_1, Qiyana
team_comp_0_champ_2, Nunu
team_comp_0_champ_3, Kayle
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Janna
total_gold_earned_1, 69132
total_gold_spent_1, 63990
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 5
total_kills_1, 48
total_deaths_1, 34
total_damage_dealt_to_champions_1, 113881
total_damage_dealt_to_objectives_1, 83000
total_damage_taken_1, 110310
average_vision_score_1, 24
total_wards_placed_1, 47
average_creep_score_1, 107
average_champion_experience_1, 15877
dmg_carry_1, 141
obj_carry_1, 141
team_comp_1_champ_1, Yasuo
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Xerath
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
