total_gold_earned_0, 59694
total_gold_spent_0, 51935
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 49
total_deaths_0, 16
total_damage_dealt_to_champions_0, 116284
total_damage_dealt_to_objectives_0, 60382
total_damage_taken_0, 109129
average_vision_score_0, 25
total_wards_placed_0, 46
average_creep_score_0, 93
average_champion_experience_0, 13270
dmg_carry_0, 202
obj_carry_0, 202
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Sylas
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 45518
total_gold_spent_1, 41175
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 15
total_deaths_1, 49
total_damage_dealt_to_champions_1, 66228
total_damage_dealt_to_objectives_1, 18629
total_damage_taken_1, 134249
average_vision_score_1, 18
total_wards_placed_1, 39
average_creep_score_1, 98
average_champion_experience_1, 10394
dmg_carry_1, 107
obj_carry_1, 107
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Rengar
team_comp_1_champ_3, Anivia
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Alistar
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
