total_gold_earned_0, 33608
total_gold_spent_0, 29425
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 10
total_deaths_0, 27
total_damage_dealt_to_champions_0, 41940
total_damage_dealt_to_objectives_0, 15503
total_damage_taken_0, 66580
average_vision_score_0, 10
total_wards_placed_0, 28
average_creep_score_0, 87
average_champion_experience_0, 8118
dmg_carry_0, 106
obj_carry_0, 106
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Vex
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Lux
total_gold_earned_1, 43451
total_gold_spent_1, 37400
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 27
total_deaths_1, 11
total_damage_dealt_to_champions_1, 54821
total_damage_dealt_to_objectives_1, 52793
total_damage_taken_1, 62594
average_vision_score_1, 15
total_wards_placed_1, 33
average_creep_score_1, 89
average_champion_experience_1, 9509
dmg_carry_1, 50
obj_carry_1, 50
team_comp_1_champ_1, Akali
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Swain
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
