total_gold_earned_0, 78784
total_gold_spent_0, 71150
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 46
total_deaths_0, 28
total_damage_dealt_to_champions_0, 149079
total_damage_dealt_to_objectives_0, 73754
total_damage_taken_0, 165335
average_vision_score_0, 42
total_wards_placed_0, 92
average_creep_score_0, 158
average_champion_experience_0, 19435
dmg_carry_0, 202
obj_carry_0, 202
team_comp_0_champ_1, Renekton
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Lux
total_gold_earned_1, 71666
total_gold_spent_1, 71175
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 28
total_deaths_1, 46
total_damage_dealt_to_champions_1, 118334
total_damage_dealt_to_objectives_1, 46317
total_damage_taken_1, 170088
average_vision_score_1, 36
total_wards_placed_1, 72
average_creep_score_1, 156
average_champion_experience_1, 16648
dmg_carry_1, 101
obj_carry_1, 101
team_comp_1_champ_1, Sion
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Graves
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
