total_gold_earned_0, 20556
total_gold_spent_0, 17300
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 3
total_deaths_0, 11
total_damage_dealt_to_champions_0, 19300
total_damage_dealt_to_objectives_0, 9930
total_damage_taken_0, 39547
average_vision_score_0, 8
total_wards_placed_0, 21
average_creep_score_0, 51
average_champion_experience_0, 5090
dmg_carry_0, 875
obj_carry_0, 875
team_comp_0_champ_1, Warwick
team_comp_0_champ_2, Illaoi
team_comp_0_champ_3, Sett
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Lulu
total_gold_earned_1, 25180
total_gold_spent_1, 20445
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 3
total_damage_dealt_to_champions_1, 27336
total_damage_dealt_to_objectives_1, 14427
total_damage_taken_1, 33607
average_vision_score_1, 9
total_wards_placed_1, 22
average_creep_score_1, 55
average_champion_experience_1, 6242
dmg_carry_1, 141
obj_carry_1, 141
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Kayle
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Velkoz
gameLengthMin, 15
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
