total_gold_earned_0, 50150
total_gold_spent_0, 44018
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 28
total_deaths_0, 14
total_damage_dealt_to_champions_0, 69112
total_damage_dealt_to_objectives_0, 48246
total_damage_taken_0, 90415
average_vision_score_0, 24
total_wards_placed_0, 47
average_creep_score_0, 107
average_champion_experience_0, 11831
dmg_carry_0, 55
obj_carry_0, 55
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Lulu
total_gold_earned_1, 40470
total_gold_spent_1, 36875
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 14
total_deaths_1, 28
total_damage_dealt_to_champions_1, 62570
total_damage_dealt_to_objectives_1, 31670
total_damage_taken_1, 93247
average_vision_score_1, 23
total_wards_placed_1, 52
average_creep_score_1, 92
average_champion_experience_1, 9743
dmg_carry_1, 114
obj_carry_1, 114
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Diana
team_comp_1_champ_3, AurelionSol
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Morgana
gameLengthMin, 26
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
