total_gold_earned_0, 40366
total_gold_spent_0, 36570
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 10
total_deaths_0, 27
total_damage_dealt_to_champions_0, 57395
total_damage_dealt_to_objectives_0, 27031
total_damage_taken_0, 69454
average_vision_score_0, 21
total_wards_placed_0, 43
average_creep_score_0, 107
average_champion_experience_0, 8949
dmg_carry_0, 21
obj_carry_0, 21
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Zyra
team_comp_0_champ_3, Kayle
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, MissFortune
total_gold_earned_1, 51152
total_gold_spent_1, 46800
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 27
total_deaths_1, 10
total_damage_dealt_to_champions_1, 55049
total_damage_dealt_to_objectives_1, 97427
total_damage_taken_1, 93110
average_vision_score_1, 25
total_wards_placed_1, 42
average_creep_score_1, 97
average_champion_experience_1, 12026
dmg_carry_1, 105
obj_carry_1, 105
team_comp_1_champ_1, DrMundo
team_comp_1_champ_2, FiddleSticks
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Xayah
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
