total_gold_earned_0, 79701
total_gold_spent_0, 72200
total_baron_kills_0, 2
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 49
total_deaths_0, 44
total_damage_dealt_to_champions_0, 153171
total_damage_dealt_to_objectives_0, 93354
total_damage_taken_0, 211914
average_vision_score_0, 39
total_wards_placed_0, 52
average_creep_score_0, 131
average_champion_experience_0, 20245
dmg_carry_0, 11
obj_carry_0, 11
team_comp_0_champ_1, Ornn
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Sylas
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Bard
total_gold_earned_1, 72055
total_gold_spent_1, 67633
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 0
total_kills_1, 44
total_deaths_1, 50
total_damage_dealt_to_champions_1, 173158
total_damage_dealt_to_objectives_1, 83226
total_damage_taken_1, 178531
average_vision_score_1, 29
total_wards_placed_1, 100
average_creep_score_1, 132
average_champion_experience_1, 17580
dmg_carry_1, 84
obj_carry_1, 84
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Skarner
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Swain
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
