total_gold_earned_0, 65489
total_gold_spent_0, 62105
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 45
total_deaths_0, 21
total_damage_dealt_to_champions_0, 137717
total_damage_dealt_to_objectives_0, 69286
total_damage_taken_0, 158219
average_vision_score_0, 34
total_wards_placed_0, 64
average_creep_score_0, 122
average_champion_experience_0, 15723
dmg_carry_0, 235
obj_carry_0, 235
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Taliyah
team_comp_0_champ_3, Vladimir
team_comp_0_champ_4, Senna
team_comp_0_champ_5, TahmKench
total_gold_earned_1, 56834
total_gold_spent_1, 53125
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 20
total_deaths_1, 45
total_damage_dealt_to_champions_1, 107691
total_damage_dealt_to_objectives_1, 22100
total_damage_taken_1, 163711
average_vision_score_1, 24
total_wards_placed_1, 65
average_creep_score_1, 132
average_champion_experience_1, 13068
dmg_carry_1, 887
obj_carry_1, 887
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, Ekko
team_comp_1_champ_3, Orianna
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Xerath
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
