total_gold_earned_0, 58565
total_gold_spent_0, 52405
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 35
total_deaths_0, 14
total_damage_dealt_to_champions_0, 100938
total_damage_dealt_to_objectives_0, 80474
total_damage_taken_0, 91783
average_vision_score_0, 30
total_wards_placed_0, 61
average_creep_score_0, 111
average_champion_experience_0, 13124
dmg_carry_0, 777
obj_carry_0, 777
team_comp_0_champ_1, Skarner
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Seraphine
total_gold_earned_1, 46113
total_gold_spent_1, 45100
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 14
total_deaths_1, 35
total_damage_dealt_to_champions_1, 60531
total_damage_dealt_to_objectives_1, 20985
total_damage_taken_1, 118788
average_vision_score_1, 20
total_wards_placed_1, 46
average_creep_score_1, 112
average_champion_experience_1, 11215
dmg_carry_1, 23
obj_carry_1, 23
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, MonkeyKing
team_comp_1_champ_3, Swain
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Bard
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
