total_gold_earned_0, 47096
total_gold_spent_0, 39325
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 32
total_deaths_0, 24
total_damage_dealt_to_champions_0, 74185
total_damage_dealt_to_objectives_0, 40504
total_damage_taken_0, 91296
average_vision_score_0, 16
total_wards_placed_0, 29
average_creep_score_0, 99
average_champion_experience_0, 10840
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Sivir
team_comp_0_champ_2, Vi
team_comp_0_champ_3, Irelia
team_comp_0_champ_4, Sett
team_comp_0_champ_5, Taric
total_gold_earned_1, 39795
total_gold_spent_1, 38375
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 24
total_deaths_1, 32
total_damage_dealt_to_champions_1, 65559
total_damage_dealt_to_objectives_1, 33242
total_damage_taken_1, 95983
average_vision_score_1, 12
total_wards_placed_1, 34
average_creep_score_1, 92
average_champion_experience_1, 9634
dmg_carry_1, 24
obj_carry_1, 24
team_comp_1_champ_1, Jax
team_comp_1_champ_2, Yasuo
team_comp_1_champ_3, Sejuani
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Thresh
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
