total_gold_earned_0, 57789
total_gold_spent_0, 48800
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 26
total_deaths_0, 19
total_damage_dealt_to_champions_0, 91443
total_damage_dealt_to_objectives_0, 70972
total_damage_taken_0, 113850
average_vision_score_0, 30
total_wards_placed_0, 59
average_creep_score_0, 115
average_champion_experience_0, 13517
dmg_carry_0, 102
obj_carry_0, 102
team_comp_0_champ_1, Trundle
team_comp_0_champ_2, Shyvana
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Janna
total_gold_earned_1, 48048
total_gold_spent_1, 45885
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 26
total_damage_dealt_to_champions_1, 91174
total_damage_dealt_to_objectives_1, 33252
total_damage_taken_1, 113528
average_vision_score_1, 22
total_wards_placed_1, 51
average_creep_score_1, 97
average_champion_experience_1, 10867
dmg_carry_1, 84
obj_carry_1, 84
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Yuumi
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
