total_gold_earned_0, 43677
total_gold_spent_0, 39345
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 39
total_deaths_0, 11
total_damage_dealt_to_champions_0, 60225
total_damage_dealt_to_objectives_0, 49624
total_damage_taken_0, 52096
average_vision_score_0, 12
total_wards_placed_0, 30
average_creep_score_0, 78
average_champion_experience_0, 9026
dmg_carry_0, 92
obj_carry_0, 92
team_comp_0_champ_1, Riven
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Jayce
team_comp_0_champ_4, Teemo
team_comp_0_champ_5, Zyra
total_gold_earned_1, 27607
total_gold_spent_1, 24935
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 39
total_damage_dealt_to_champions_1, 32487
total_damage_dealt_to_objectives_1, 11045
total_damage_taken_1, 73329
average_vision_score_1, 6
total_wards_placed_1, 22
average_creep_score_1, 58
average_champion_experience_1, 6544
dmg_carry_1, 11
obj_carry_1, 11
team_comp_1_champ_1, Akshan
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Renata
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
