total_gold_earned_0, 74145
total_gold_spent_0, 67895
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 4
total_kills_0, 34
total_deaths_0, 32
total_damage_dealt_to_champions_0, 136091
total_damage_dealt_to_objectives_0, 118102
total_damage_taken_0, 160043
average_vision_score_0, 37
total_wards_placed_0, 82
average_creep_score_0, 158
average_champion_experience_0, 18384
dmg_carry_0, 2
obj_carry_0, 2
team_comp_0_champ_1, Olaf
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Elise
total_gold_earned_1, 66055
total_gold_spent_1, 61575
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 32
total_deaths_1, 34
total_damage_dealt_to_champions_1, 122064
total_damage_dealt_to_objectives_1, 32378
total_damage_taken_1, 163501
average_vision_score_1, 32
total_wards_placed_1, 74
average_creep_score_1, 145
average_champion_experience_1, 15882
dmg_carry_1, 238
obj_carry_1, 238
team_comp_1_champ_1, Singed
team_comp_1_champ_2, Poppy
team_comp_1_champ_3, Zed
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
