total_gold_earned_0, 60947
total_gold_spent_0, 51375
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 24
total_deaths_0, 37
total_damage_dealt_to_champions_0, 90163
total_damage_dealt_to_objectives_0, 70148
total_damage_taken_0, 104088
average_vision_score_0, 27
total_wards_placed_0, 53
average_creep_score_0, 129
average_champion_experience_0, 13853
dmg_carry_0, 429
obj_carry_0, 429
team_comp_0_champ_1, Kalista
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Yasuo
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Leona
total_gold_earned_1, 58372
total_gold_spent_1, 57425
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 37
total_deaths_1, 24
total_damage_dealt_to_champions_1, 86012
total_damage_dealt_to_objectives_1, 47311
total_damage_taken_1, 122035
average_vision_score_1, 28
total_wards_placed_1, 53
average_creep_score_1, 112
average_champion_experience_1, 13472
dmg_carry_1, 22
obj_carry_1, 22
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Galio
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Anivia
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
